City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Lebu,CL,-37.6167,-73.65,49.5,79,100,0.98,overcast clouds
1,Vestmannaeyjar,IS,63.4427,-20.2734,50.99,81,75,11.5,broken clouds
2,Mataura,NZ,-46.1927,168.8643,52.48,83,100,7.7,overcast clouds
3,Ilulissat,GL,69.2167,-51.1,41.02,56,75,13.8,broken clouds
4,Peleduy,RU,59.6289,112.7406,50.76,86,73,3.67,broken clouds
5,Ostrovnoy,RU,68.0531,39.5131,32.07,85,100,18.88,light snow
6,Rikitea,PF,-23.1203,-134.9692,75.58,77,15,13.71,few clouds
7,Sorland,NO,67.667,12.6934,49.86,81,100,15.99,overcast clouds
8,Sangar,RU,63.9242,127.4739,43.83,70,100,1.83,overcast clouds
9,Waipawa,NZ,-41.4122,175.5153,44.19,82,0,2.48,clear sky
10,Bousso,TD,10.4795,16.7117,105.48,11,14,5.64,few clouds
11,Haicheng,CN,40.8516,122.7475,69.19,55,100,6.91,overcast clouds
12,Jamestown,US,42.097,-79.2353,58.95,53,0,6.91,clear sky
13,Sergeyevka,KZ,53.88,67.4158,66.0,52,82,15.84,broken clouds
14,Ushuaia,AR,-54.8,-68.3,35.22,75,98,6.08,overcast clouds
15,Takab,IR,36.4009,47.1133,59.52,40,17,24.27,few clouds
16,Punta Arenas,CL,-53.15,-70.9167,37.42,80,40,16.11,scattered clouds
17,Marsh Harbour,BS,26.5412,-77.0636,79.14,74,8,15.79,clear sky
18,Georgetown,MY,5.4112,100.3354,84.13,92,20,0.0,few clouds
19,Butaritari,KI,3.0707,172.7902,81.27,80,100,12.75,light rain
20,Chuy,UY,-33.6971,-53.4616,62.78,62,79,6.06,broken clouds
21,Puerto Ayora,EC,-0.7393,-90.3518,78.76,96,47,1.99,scattered clouds
22,Tuktoyaktuk,CA,69.4541,-133.0374,19.4,86,100,10.36,overcast clouds
23,Cape Town,ZA,-33.9258,18.4232,64.27,78,0,12.66,clear sky
24,Chokurdakh,RU,70.6333,147.9167,32.02,95,100,1.52,overcast clouds
25,Bredasdorp,ZA,-34.5322,20.0403,66.52,56,100,6.49,overcast clouds
26,Guerrero Negro,MX,27.9769,-114.0611,62.53,73,8,11.59,clear sky
27,Bethel,US,41.3712,-73.414,69.58,57,0,11.5,clear sky
28,Jalu,LY,29.0331,21.5482,90.45,7,0,7.25,clear sky
29,Gusau,NG,12.1628,6.6614,91.74,32,100,9.64,overcast clouds
30,Esperance,AU,-33.8667,121.9,61.86,73,88,21.99,overcast clouds
31,Clyde River,CA,70.4692,-68.5914,17.83,73,0,21.85,clear sky
32,Santiago,CL,-33.4569,-70.6483,67.28,47,75,4.61,broken clouds
33,Luderitz,NA,-26.6481,15.1594,68.81,51,74,5.1,broken clouds
34,Nikolskoye,RU,59.7035,30.7861,60.87,41,13,9.28,few clouds
35,Husavik,IS,66.0449,-17.3389,40.06,85,93,3.6,overcast clouds
36,Sabang,ID,5.8933,95.3214,84.34,76,96,19.57,overcast clouds
37,Longyearbyen,SJ,78.2186,15.6401,35.44,87,75,3.44,broken clouds
38,Kavieng,PG,-2.5744,150.7967,82.72,71,98,16.15,overcast clouds
39,Klaksvik,FO,62.2266,-6.589,49.12,88,78,11.1,broken clouds
40,Oktyabrskoye,RU,43.0645,44.7417,53.74,100,100,4.47,light intensity shower rain
41,Okhotsk,RU,59.3833,143.3,32.47,91,96,7.63,overcast clouds
42,Tuatapere,NZ,-46.1333,167.6833,50.59,84,88,10.96,overcast clouds
43,Amursk,RU,50.2261,136.8994,50.41,75,100,1.19,overcast clouds
44,Nishihara,JP,26.1842,127.7558,69.85,97,100,23.02,shower rain
45,Yerbogachen,RU,61.2767,108.0108,54.73,64,96,5.99,overcast clouds
46,Barrow,US,71.2906,-156.7887,21.22,86,100,19.57,mist
47,Ahipara,NZ,-35.1667,173.1667,54.39,68,69,4.63,broken clouds
48,Dzaoudzi,YT,-12.7887,45.2699,82.29,69,0,8.05,clear sky
49,Tarko-Sale,RU,64.9225,77.785,52.41,50,36,4.85,scattered clouds
50,Kirksville,US,40.1948,-92.5833,62.06,57,0,5.75,clear sky
51,Hermanus,ZA,-34.4187,19.2345,64.8,72,100,13.96,overcast clouds
52,Mangrol,IN,21.1167,70.1167,84.49,75,50,18.97,scattered clouds
53,Kapaa,US,22.0752,-159.319,73.38,87,20,12.66,few clouds
54,Katsuura,JP,35.1333,140.3,61.95,79,78,4.65,broken clouds
55,Bara,NG,10.3744,10.7288,96.75,27,94,14.9,overcast clouds
56,Tasiilaq,GL,65.6145,-37.6368,33.96,99,100,11.34,snow
57,Eyl,SO,7.9803,49.8164,81.95,78,97,28.14,overcast clouds
58,Pevek,RU,69.7008,170.3133,36.5,81,76,11.83,broken clouds
59,Xinan,CN,26.72,119.8556,64.96,96,100,2.15,light rain
60,Qaanaaq,GL,77.484,-69.3632,35.17,73,89,4.0,overcast clouds
61,Thompson,CA,55.7435,-97.8558,55.56,41,75,12.66,broken clouds
62,Majene,ID,-3.5403,118.9707,79.07,84,61,5.41,broken clouds
63,Ilmajoki,FI,62.7333,22.5667,66.97,26,0,8.05,clear sky
64,Bluff,NZ,-46.6,168.3333,51.8,77,87,25.81,overcast clouds
65,Saint-Francois,FR,46.4154,3.9054,71.04,60,100,14.97,overcast clouds
66,Mount Isa,AU,-20.7333,139.5,62.37,59,0,5.75,clear sky
67,Nuuk,GL,64.1835,-51.7216,30.81,93,100,26.46,light snow
68,Cockburn Town,TC,21.4612,-71.1419,79.27,76,53,16.98,broken clouds
69,San Patricio,US,28.017,-97.5169,82.27,52,55,12.1,broken clouds
70,Galle,LK,6.0367,80.217,79.36,88,99,11.07,overcast clouds
71,Bulolo,PG,-7.2,146.65,68.47,98,45,1.59,scattered clouds
72,Pangnirtung,CA,66.1451,-65.7125,17.6,62,20,16.11,few clouds
73,Jizan,SA,17.3333,42.6667,90.54,52,4,8.68,clear sky
74,Nanakuli,US,21.3906,-158.1547,75.15,73,0,6.91,clear sky
75,Cidreira,BR,-30.1811,-50.2056,67.44,56,0,5.39,clear sky
76,Chany,RU,55.3121,76.7647,59.81,41,100,12.86,overcast clouds
77,Moron,AR,-34.6534,-58.6198,66.94,69,89,3.96,overcast clouds
78,Akyab,MM,20.15,92.9,81.28,78,100,2.48,overcast clouds
79,Busselton,AU,-33.65,115.3333,62.71,85,72,33.62,broken clouds
80,Atuona,PF,-9.8,-139.0333,78.6,77,17,20.31,few clouds
81,Aklavik,CA,68.2191,-135.0107,28.78,70,98,4.76,overcast clouds
82,Ninghai,CN,29.2892,121.4247,62.87,97,100,0.96,overcast clouds
83,Provideniya,RU,64.3833,-173.3,45.23,55,100,3.0,overcast clouds
84,Santiago Del Estero,AR,-27.7951,-64.2615,75.76,35,4,12.37,clear sky
85,Hobart,AU,-42.8794,147.3294,45.05,88,40,6.91,scattered clouds
86,Scarborough,GB,54.2797,-0.4044,62.78,68,100,1.99,overcast clouds
87,Bambous Virieux,MU,-20.3428,57.7575,75.45,69,75,12.66,broken clouds
88,Avarua,CK,-21.2078,-159.775,77.05,83,20,2.3,few clouds
89,Mto Wa Mbu,TZ,-3.35,35.85,76.35,53,42,4.59,scattered clouds
90,Buzuluk,RU,52.7807,52.2635,48.2,81,99,3.6,overcast clouds
91,Saint Anthony,US,45.0205,-93.218,60.89,39,0,6.91,clear sky
92,Gumia,IN,23.7833,85.8167,89.69,39,41,7.45,scattered clouds
93,Miastko,PL,54.0028,16.9826,64.92,45,64,10.54,broken clouds
94,Torbay,CA,47.6666,-52.7314,74.17,21,40,24.16,scattered clouds
95,Lavrentiya,RU,65.5833,-171.0,35.51,64,43,2.13,scattered clouds
96,Dolni Bousov,CZ,50.4383,15.1281,73.36,87,96,11.61,overcast clouds
97,Mahebourg,MU,-20.4081,57.7,75.49,69,75,12.66,broken clouds
98,Cayeli,TR,41.0923,40.7292,57.85,82,100,8.41,overcast clouds
99,Yellowknife,CA,62.456,-114.3525,34.32,75,75,5.75,broken clouds
100,Wanning,CN,18.8003,110.3967,79.38,94,100,4.54,overcast clouds
101,Broken Hill,AU,-31.95,141.4333,55.96,71,0,7.16,clear sky
102,Port Alfred,ZA,-33.5906,26.891,66.18,74,11,4.76,few clouds
103,Saint-Philippe,RE,-21.3585,55.7679,72.99,84,37,10.38,light rain
104,Mumford,GH,5.2618,-0.759,81.41,77,97,8.88,light rain
105,Vaini,TO,-21.2,-175.2,77.16,94,20,3.44,few clouds
106,Stornoway,GB,58.2093,-6.3865,49.96,92,75,6.91,broken clouds
107,Haines Junction,CA,60.7522,-137.5108,39.15,81,100,0.0,overcast clouds
108,Saint George,US,37.1041,-113.5841,67.62,23,0,5.75,clear sky
109,Madawaska,US,47.3561,-68.3288,51.1,53,40,12.66,scattered clouds
110,Fort Nelson,CA,58.8053,-122.7002,45.99,71,75,8.05,broken clouds
111,Albany,US,42.6001,-73.9662,62.58,58,98,1.01,overcast clouds
112,Castro,BR,-24.7911,-50.0119,65.82,45,100,5.23,overcast clouds
113,Rivadavia,AR,-33.1905,-68.4608,59.86,44,50,11.5,scattered clouds
114,Dolores,AR,-36.3132,-57.6792,63.9,60,100,6.13,overcast clouds
115,Mecca,SA,21.4267,39.8261,91.69,25,0,16.46,clear sky
116,Liverpool,GB,53.4106,-2.9779,60.3,73,40,12.66,scattered clouds
117,Arraial Do Cabo,BR,-22.9661,-42.0278,76.86,57,40,14.97,scattered clouds
118,Boyuibe,BO,-20.4167,-63.2833,80.01,40,0,6.82,clear sky
119,Saldanha,ZA,-33.0117,17.9442,66.25,87,41,4.68,scattered clouds
120,Portland,US,45.5234,-122.6762,60.57,69,75,3.44,broken clouds
121,Olafsvik,IS,64.8945,-23.7142,44.64,75,78,4.47,broken clouds
122,Vila Franca Do Campo,PT,37.7167,-25.4333,67.19,85,100,6.35,light rain
123,Vostok,RU,46.4856,135.8833,49.12,84,90,4.83,overcast clouds
124,Hengyang,CN,26.8881,112.615,66.38,97,100,0.16,light rain
125,Luis Correia,BR,-2.8792,-41.6669,89.6,66,75,4.61,broken clouds
126,Lata,PT,40.1629,-8.3327,69.08,46,84,12.77,broken clouds
127,Tautira,PF,-17.7333,-149.15,79.3,76,32,14.0,light rain
128,Yatou,CN,37.15,122.3833,60.82,83,82,10.78,broken clouds
129,Airai,TL,-8.9266,125.4092,59.32,85,56,2.86,broken clouds
130,Tiksi,RU,71.6872,128.8694,32.14,98,100,1.7,overcast clouds
131,Saint-Augustin,CA,51.226,-58.6502,54.0,52,32,19.6,scattered clouds
132,Constitucion,CL,-35.3333,-72.4167,54.46,91,100,2.17,moderate rain
133,Palmer,US,42.1584,-72.3287,68.58,51,75,13.8,broken clouds
134,Saint-Joseph,RE,-21.3667,55.6167,71.98,81,18,10.56,light rain
135,Kushmurun,KZ,52.4503,64.6311,67.39,46,53,23.73,broken clouds
136,Ibra,OM,22.6906,58.5334,96.04,11,0,10.76,clear sky
137,Oriximina,BR,-1.7656,-55.8661,80.38,85,75,3.74,broken clouds
138,Fier,AL,40.7239,19.5561,76.71,51,50,8.23,scattered clouds
139,Upernavik,GL,72.7868,-56.1549,30.42,93,100,7.76,overcast clouds
140,Sinop,TR,41.7711,34.8709,50.36,89,100,3.87,overcast clouds
141,Navahrudak,BY,53.6,25.8333,58.93,59,24,4.16,few clouds
142,Baryshivka,UA,50.361,31.3217,57.99,64,100,4.72,overcast clouds
143,Sitka,US,57.0531,-135.33,46.29,93,100,14.97,light rain
144,Khatanga,RU,71.9667,102.5,27.1,87,38,10.69,scattered clouds
145,Bahia Blanca,AR,-38.7196,-62.2724,56.37,29,100,8.61,overcast clouds
146,Auki,SB,-8.7676,160.7034,77.16,89,31,3.44,scattered clouds
147,Taltal,CL,-25.4,-70.4833,65.7,67,1,4.0,clear sky
148,New Norfolk,AU,-42.7826,147.0587,44.71,87,4,1.97,clear sky
149,Vangaindrano,MG,-23.35,47.6,70.59,89,21,6.42,few clouds
150,Cravo Norte,CO,6.3017,-70.2041,88.74,51,96,9.73,overcast clouds
151,Oga,IT,46.4631,10.347,68.54,61,97,9.66,overcast clouds
152,Okato,NZ,-39.2,173.8833,49.91,100,85,9.51,overcast clouds
153,Berlevag,NO,70.8578,29.0864,46.35,66,0,16.11,clear sky
154,Saskylakh,RU,71.9167,114.0833,29.1,95,99,11.79,overcast clouds
155,Kavaratti,IN,10.5669,72.642,83.59,82,100,15.5,overcast clouds
156,Hilo,US,19.7297,-155.09,70.29,86,100,5.99,light rain
157,Coolum Beach,AU,-26.5333,153.1,64.35,98,100,11.99,overcast clouds
158,Coihaique,CL,-45.5752,-72.0662,38.01,87,100,8.05,overcast clouds
159,Isangel,VU,-19.55,169.2667,77.11,83,35,12.66,scattered clouds
160,Maningrida,AU,-12.0667,134.2667,74.89,84,99,9.04,overcast clouds
161,Narsaq,GL,60.9167,-46.05,41.22,81,87,3.8,overcast clouds
162,Korla,CN,41.7597,86.1469,79.52,18,89,10.98,overcast clouds
163,Cabedelo,BR,-6.9811,-34.8339,79.47,85,99,16.4,light rain
164,Okha,RU,53.5739,142.9478,33.22,91,100,10.87,overcast clouds
165,Maragogi,BR,-9.0122,-35.2225,81.34,73,11,16.11,few clouds
166,Sovetsk,RU,55.0839,21.8785,61.02,63,52,4.47,broken clouds
167,Nanortalik,GL,60.1432,-45.2371,35.28,80,94,14.14,overcast clouds
168,Waw,SS,7.7029,27.9953,88.25,47,93,5.3,overcast clouds
169,Bengkulu,ID,-3.8004,102.2655,78.22,85,94,4.14,light rain
170,Susehri,TR,40.1644,38.0867,53.94,65,64,2.53,broken clouds
171,San Quintin,MX,30.4833,-115.95,60.49,72,100,7.78,overcast clouds
172,Hofn,IS,64.2539,-15.2082,44.62,93,100,8.05,drizzle
173,Fortuna,US,40.5982,-124.1573,50.67,91,100,6.91,overcast clouds
174,Panalingaan,PH,8.7842,117.4231,79.81,83,100,3.13,light rain
175,Zhangye,CN,38.9342,100.4517,74.73,19,100,12.21,overcast clouds
176,Mahon,ES,39.8885,4.2658,81.16,57,20,8.05,few clouds
177,Dikson,RU,73.5069,80.5464,20.3,85,9,8.9,clear sky
178,Bol,TD,13.4586,14.7147,90.14,38,6,6.96,clear sky
179,Port Lincoln,AU,-34.7333,135.8667,62.28,69,76,11.43,broken clouds
180,Gizo,SB,-8.103,156.8419,81.81,76,38,3.74,scattered clouds
181,Souillac,MU,-20.5167,57.5167,75.58,69,75,12.66,broken clouds
182,Kleive,NO,62.7954,7.6359,64.72,55,75,5.75,broken clouds
183,Jintur,IN,19.6167,76.7,96.19,25,10,15.52,clear sky
184,Paramonga,PE,-10.6667,-77.8333,68.29,74,53,9.95,broken clouds
185,Cabo San Lucas,MX,22.8909,-109.9124,80.62,61,0,6.91,clear sky
186,Linqiong,CN,30.4159,103.4609,73.22,74,100,3.76,moderate rain
187,Kindu,CD,-2.95,25.95,74.86,90,100,0.85,overcast clouds
188,Lodja,CD,-3.4833,23.4333,71.83,98,100,1.95,moderate rain
189,Edson,CA,53.5835,-116.4356,50.14,43,20,4.61,few clouds
190,Tazovskiy,RU,67.4667,78.7,41.09,93,100,7.7,moderate rain
191,High Level,CA,58.5169,-117.136,42.91,61,100,9.22,overcast clouds
192,Krasnoselkup,RU,65.7,82.4667,50.07,65,100,12.88,overcast clouds
193,Quatre Cocos,MU,-20.2078,57.7625,75.31,71,77,16.22,broken clouds
194,Itubera,BR,-13.7322,-39.1492,74.88,76,95,6.42,overcast clouds
195,Port Hardy,CA,50.6996,-127.4199,48.38,93,100,8.05,light rain
196,Esmeraldas,BR,-19.7625,-44.3139,77.11,36,1,3.94,clear sky
197,Umm Lajj,SA,25.0213,37.2685,78.91,60,2,15.08,clear sky
198,Wagar,SD,16.1525,36.2032,104.13,13,0,4.92,clear sky
199,Binga,ZW,-17.6203,27.3414,66.47,32,0,2.64,clear sky
200,Katrineholm,SE,58.9959,16.2072,66.72,52,98,8.63,overcast clouds
201,Sao Filipe,CV,14.8961,-24.4956,72.28,73,4,10.98,clear sky
202,Semirom,IR,31.4167,51.5667,66.63,18,2,12.12,clear sky
203,Mbanza-Ngungu,CD,-5.25,14.8667,74.28,80,93,4.72,overcast clouds
204,Filadelfia,US,39.9523,-75.1638,72.01,49,40,14.97,scattered clouds
205,Kholtoson,RU,50.2981,103.3097,40.46,91,63,1.23,broken clouds
206,Hirado,JP,33.3597,129.5531,64.38,79,88,5.41,overcast clouds
207,Kilindoni,TZ,-7.9139,39.6668,80.06,79,40,12.77,scattered clouds
208,Codrington,AU,-38.2667,141.9667,49.64,83,3,6.96,clear sky
209,Joaima,BR,-16.6542,-41.0306,83.43,38,42,4.56,scattered clouds
210,Mar Del Plata,AR,-38.0023,-57.5575,59.95,74,75,4.61,broken clouds
211,Mao,ES,39.8885,4.2658,81.16,57,20,8.05,few clouds
212,Aliquippa,US,40.6367,-80.2401,64.54,71,100,4.61,overcast clouds
213,Namibe,AO,-15.1961,12.1522,74.03,68,0,13.8,clear sky
214,Tiarei,PF,-17.5333,-149.3333,77.02,76,28,14.61,light rain
215,Laguna,US,38.421,-121.4238,75.02,49,0,6.91,clear sky
216,Nkowakowa,ZA,-23.8878,30.2871,62.26,68,5,1.05,clear sky
217,Folldal,NO,62.1325,9.9968,51.06,73,100,12.39,overcast clouds
218,Novaya Igirma,RU,57.1334,103.9112,48.34,76,48,3.11,scattered clouds
219,Raga,SS,8.4596,25.678,91.51,31,93,4.18,overcast clouds
220,Hithadhoo,MV,-0.6,73.0833,83.53,76,18,11.32,few clouds
221,Huarmey,PE,-10.0681,-78.1522,69.53,73,17,10.33,few clouds
222,Gravdal,NO,68.1214,13.5031,62.49,42,0,9.22,clear sky
223,Lompoc,US,34.6391,-120.4579,58.6,92,100,3.44,mist
224,Ribeira Grande,PT,38.5167,-28.7,64.8,94,75,10.36,broken clouds
225,Buzmeyin,TM,38.0507,58.2056,83.93,21,1,16.11,clear sky
226,Jiuquan,CN,39.7432,98.5174,75.31,15,83,21.14,broken clouds
227,Rio Grande,BR,-32.035,-52.0986,62.71,64,4,6.53,clear sky
228,Sajanan,TN,37.0573,9.2426,72.52,30,1,9.6,clear sky
229,Bubaque,GW,11.2833,-15.8333,78.03,74,97,16.26,overcast clouds
230,Oyama,JP,36.3,139.8,67.59,71,75,2.48,broken clouds
231,Marzuq,YE,14.4,46.4667,84.38,16,7,1.03,clear sky
232,Faanui,PF,-16.4833,-151.75,80.83,73,10,14.63,clear sky
233,Quang Ngai,VN,15.1167,108.8,78.33,84,99,4.16,overcast clouds
